Time,Data_1,Data_2,Data_3,Data_4,Data_5,Data_6,Data_7,Data_8,Data_9,Data_10,Data_11,Data_12,Data_13,Data_14
7.4 sec,40794.6539811995,1156.84034341258,-415.465116305242,0.226852500523962,-137.006247938497,140.473416039087,-0.992127967108367,0.816566226050089,0.0863870294712948,0.130932498234781,-0.555490378422004,2.6413971070843e-18,0.0194768907498391,0.0596872714666416
7.5 sec,40791.8790349995,1143.11078196229,-401.443402927871,0.125040009173566,-137.584449774429,139.961048391557,-1.04416831406956,0.818152094021969,0.0872988856726719,0.131414274243812,-0.552894514471549,2.41948566826077e-18,0.017179948141632,0.0634494589457556
7.6 sec,40789.1040887995,1129.3235611513,-387.47286669536,0.0180105520276252,-138.159420843926,139.449878720836,-1.09645719503627,0.819848107027289,0.0881705268869187,0.13178362154273,-0.550149176756013,2.28633406523715e-18,0.014851523253861,0.0671954065148331
7.7 sec,40786.3291425995,1115.47900832698,-373.553386121253,-0.09425767992142,-138.73107595763,138.939940954904,-1.14893354375131,0.821652600012162,0.089001289999037,0.132038895153231,-0.547254516142586,2.17535939822995e-18,0.0124946687836336,0.0709196779986833
7.8 sec,40783.5541963995,1101.5774592847,-359.684836279788,-0.211780336345004,-139.299331378675,138.431269959383,-1.20153524795488,0.823563626218917,0.0897905551871628,0.132178581497915,-0.544210834476408,2.17535728395509e-18,0.0101124990786759,0.0746167922758819
7.9 sec,40780.7792501995,1087.61925811249,-345.867088709987,-0.334566805500685,-139.864105024279,137.923901579388,-1.25419920045719,0.825578958724785,0.0905377465754431,0.132201303008302,-0.541018590104655,2.20865273459135e-18,0.00770818932766957,0.0782812263465094
8 sec,40778.0043039995,1073.60475701552,-332.10001131589,-0.46262011745528,-140.425316668276,137.417872674772,-1.30686135415237,0.82769609291408,0.0912423329899134,0.132105822915415,-0.53767840387833,2.15315437566907e-18,0.00528497466528744,0.0819074187571101
8.1 sec,40775.2293577995,1059.53431612029,-318.383468263622,-0.595936853023574,-140.982888144079,136.913221147915,-1.35945678138376,0.829912249913849,0.0919038288199241,0.131891050212573,-0.534191065598237,2.14760342179177e-18,0.00284614916258696,0.0854897734270435
8.2 sec,40772.4544115995,1045.40830325852,-304.717319876095,-0.734507058877813,-141.536743547476,136.409985963213,-1.41191973805961,0.832224381021464,0.0925217949861503,0.131556044776095,-0.530557540865115,2.13372677824513e-18,0.000395064672759137,0.089022663918903
8.3 sec,40769.6794653995,1031.22709373083,-291.101422526207,-0.878314169322321,-142.086809438616,135.908207157482,-1.46418373290177,0.834629173150562,0.093095840014631,0.131100022625606,-0.526778978287415,2.10293597586406e-18,-0.00206487049814287,0.0925004381936469
8.4 sec,40766.9045191995,1016.99107005022,-277.535628529489,-1.02733493526472,-142.633015042485,135.407925840511,-1.51618160218694,0.837123055319174,0.0936256212146428,0.13052236130157,-0.522856716993781,2.05852551021507e-18,-0.0045301931259272,0.0959174238884997
8.5 sec,40764.1295729994,1002.70062166571,-264.019786037214,-1.18153936094983,-143.175292447081,134.909184185048,-1.56784559031074,0.839702206200646,0.094110845956527,0.129822605333633,-0.518792294391016,2.1251462534697e-18,-0.00699738683859775,0.0992679341525432
8.6 sec,40761.3546267994,988.356144666193,-250.553738931069,-1.34089064905348,-143.713576798475,134.412025405562,-1.61910743646937,0.842362562754094,0.0945512730438617,0.129000471769292,-0.514587454102249,2.03631209512036e-18,-0.00946288415183896,0.10254627407121
8.7 sec,40758.5796805994,973.958041465099,-237.137326720536,-1.50534515476124,-144.247806491837,133.916493725187,-1.66989846771134,0.845099829946611,0.0949467141726354,0.128055855728522,-0.510244154014195,2.03631466564154e-18,-0.0119230687982114,0.105746747706634
8.8 sec,40755.8047343994,959.5067204661,-223.770384444189,-1.67485234947935,-144.777923357488,133.422634330306,-1.72014969856368,0.84790949157414,0.0952970354683322,0.126988835946146,-0.505764574356957,2.14737017811177e-18,-0.01437427837727,0.108863665776006
8.9 sec,40753.0297881994,945.002595710551,-210.452742576173,-1.84935479484368,-145.303872840959,132.93049331234,-1.76979193738228,0.850786822182007,0.0956021590901111,0.125799680260175,-0.501151125734734,1.88081886052637e-18,-0.0168128073520924,0.111891353984742
9 sec,40750.2548419994,930.44608650725,-197.184226939155,-2.02878812770378,-145.825604175995,132.44011759637,-1.81875589951572,0.85372690007938,0.0958620648895668,0.124488851000961,-0.496406457021288,1.92523737378083e-18,-0.0192349104156008,0.114824162025451
9.1 sec,40747.4798957994,915.837617045307,-183.964658625092,-2.21308105676529,-146.343070549398,131.951554856327,-1.86697232730617,0.856724621434522,0.0960767921099172,0.123057010232977,-0.49153346303001,2.19181864071326e-18,-0.0216368062475796,0.117656473247366
9.2 sec,40744.7049495994,901.177615990973,-170.793853925147,-2.40215537157268,-146.856229256567,131.464853416567,-1.91437211687973,0.859774715429655,0.096246441109894,0.121505024798364,-0.486535291865142,1.88078406596983e-18,-0.0240146816804406,0.120382714994204
9.3 sec,40741.9300033994,886.466516069442,-157.671624270139,-2.59592596450563,-147.36504184657,130.9800621398,-1.96088645160372,0.862871760445531,0.096371175095144,0.119833971109109,-0.481415351858091,1.79190256108197e-18,-0.0263646962885758,0.122997369601308
9.4 sec,40739.1550571994,871.704753632704,-144.59777618288,-2.79430086644644,-147.869474255561,130.497230301392,-2.00644694200881,0.866010201236527,0.0964512218385903,0.118045139632972,-0.476177317991068,2.05853587748488e-18,-0.0286829874125916,0.125494986035556
9.5 sec,40736.3801109994,856.8927682147,-131.572111243755,-2.99718129675144,-148.369496927361,130.016407450241,-2.05098577189241,0.869184367047325,0.0964868753699944,0.116140039017004,-0.470825137709351,1.70298321658912e-18,-0.0309656756258491,0.127870192153884
9.6 sec,40733.6051647994,842.031002075102,-118.594426070871,-3.20446172812682,-148.865084920013,129.537643256518,-2.09443585023551,0.872388490612071,0.0964784976139101,0.114120399791891,-0.465363036023621,1.43628511296739e-18,-0.0332088706465888,0.130117707548506
9.7 sec,40730.8302185994,827.119899733195,-105.664512316077,-3.4160299669683,-149.356217997174,129.060987346696,-2.13673096848032,0.875616727966433,0.0964265199543554,0.111988177600278,-0.459795519804892,1.52517721354467e-18,-0.0354086776945174,0.132232356939111
9.8 sec,40728.0552723994,812.159907493417,-92.7821566780924,-3.63176724967457,-149.842880703214,128.586489126432,-2.17780596263133,0.878863178992387,0.0963314447038749,0.109745555892906,-0.45412738117675,1.0806688657938e-18,-0.037561204286136,0.134209084064508
9.9 sec,40725.2803261994,797.151472964251,-79.9471409339213,-3.85154835538647,-150.32506242097,128.114197591995,-2.21759687955904,0.882121908604906,0.0961938464542332,0.107394948037737,-0.448363699912904,7.25012030423927e-19,-0.039662567458332,0.136042966018591
10 sec,40722.5053799993,782.095044572253,-67.1592419896695,-4.07524173553783,-150.802757411167,127.644161131053,-2.25604114680481,0.885386968479221,0.0960143732857957,0.10493899878929,-0.44250984475247,1.3686242235755e-20,-0.0417089014049043,0.137729227968112
10.1 sec,40719.7304337993,766.991071073089,-54.4182319517726,-4.30270966052963,-151.275964832601,127.176427313774,-2.29307774510844,0.888652419207122,0.0957937478127251,0.102380585068229,-0.436571473550959,1.91522535455721e-19,-0.0436963655058041,0.139263258182771
10.2 sec,40716.9554875993,751.840001061548,-41.7238782195543,-4.53380838375801,-151.744688742289,126.711042675321,-2.32864738280854,0.891912352761026,0.0955327680414694,0.0997228160047747,-0.430554532191632,-1.64213076740557e-19,-0.0456211527240083,0.140640623301603
10.3 sec,40714.1805413993,736.642282482576,-29.0759435999168,-4.76838832313804,-152.208938074917,126.248052490924,-2.36269267120064,0.895160915135448,0.0952323080206406,0.0969690322037788,-0.424465252189676,2.50388887615113e-18,-0.0474794983401857,0.141857083753798
10.4 sec,40711.4055951993,721.398362145421,-16.4741864448403,-5.00629426017088,-152.668726601038,125.787500544847,-2.39515829988099,0.898392329027264,0.094893318261295,0.0941228041942565,-0.418310146930474,4.28272211733211e-18,-0.0492676889907192,0.142908609246841
10.5 sec,40708.6306489993,706.10868524303,-3.91836081223383,-5.24736555650233,-153.124072863648,125.329428894649,-2.42599121105582,0.901600916408884,0.0945168259078222,0.0911879300318037,-0.41209600649308,4.28274636938743e-18,-0.0509820719703004,0.14379139423057
10.6 sec,40705.8557027993,690.773694878895,8.59178334946776,-5.49143638781659,-153.5750000929,124.873877632246,-2.4551407717582,0.904781120842414,0.0941039346411289,0.0881684320285584,-0.40582989102072,3.3931660417893e-18,-0.0526190647562783,0.144501873242265
10.7 sec,40703.0807565993,675.393831603507,21.056499992718,-5.73833599480194,-154.021536098938,124.420884643344,-2.48255894288804,0.907927529378156,0.0936558242975504,0.0850685525921513,-0.399519122611625,3.74903019400476e-18,-0.054175164708299,0.145036736035492
10.8 sec,40700.3058103993,659.969532962623,33.4760467382032,-5.98788895081595,-154.463713142978,123.970485366893,-2.50820044397671,0.91103489387758,0.093173750188937,0.0818927491623337,-0.393171275715681,1.96973974851369e-18,-0.0556469588935791,0.145392942394044
10.9 sec,40697.5308641993,644.501233059504,45.8506846182032,-6.23991544576736,-154.901567786973,123.522712556238,-2.53202291257615,0.914098151599328,0.0926590421116056,0.0786456882416065,-0.386794166035013,1.2579362202959e-18,-0.0570311339854863,0.145567736532169
11 sec,40694.7559179993,628.989362133225,58.1806777962244,-6.49423158562283,-155.335140722427,123.077596043707,-2.55398705718472,0.917112444886993,0.0921131030343122,0.0753322385240649,-0.380395837939656,9.02035668494073e-19,-0.0583244861809981,0.145558660983186
11.1 sec,40691.9809717993,613.434346155124,70.4662932633351,-6.7506497068386,-155.76447657908,122.635162510355,-2.57405680264765,0.920073139799397,0.0915374074580528,0.0719574631347476,-0.373984550422631,-1.23358727864129e-18,-0.059523931081135,0.145363569880843
11.2 sec,40689.2060255993,597.836606445343,82.7078005118053,-7.00897870491319,-156.189623714424,122.195435262596,-2.59219942700975,0.922975843528048,0.0909334994433005,0.0685266109998814,-0.367568761631919,-6.99672137936501e-19,-0.0606265134776506,0.144980641541075
11.3 sec,40686.4310793993,582.196559311342,94.9054711868251,-7.26902437615735,-156.610633985207,121.758434017432,-2.6083856888512,0.925816420452271,0.0903029903032096,0.0650451073764447,-0.36115711202979,-1.58965168352057e-18,-0.0616294169891379,0.144408390256455
11.4 sec,40683.6561331993,566.514615710088,107.059578717246,-7.53058977168378,-157.027562502259,121.32417469793,-2.62258994420387,0.9285910066903,0.0896475559643125,0.0615185435772932,-0.354758406242499,5.46419175097535e-19,-0.0625299734902878,0.143645677221238
11.5 sec,40680.8811869992,550.791180935552,119.170397926447,-7.79347556253283,-157.440467370184,120.892669240566,-2.6347902522244,0.931296023014317,0.0889689339992686,0.057952665935572,-0.348381593675351,-1.65640465028328e-19,-0.0633256722793342,0.142691720511739
11.6 sec,40678.1062407992,535.026654332908,131.238204624597,-8.05748041477245,-157.849409413626,120.463925415923,-2.64496846889086,0.933928186008919,0.0882689203392411,0.0543533640591609,-0.342035747979291,-1.41185564318946e-18,-0.0640141689307044,0.14154610405444
11.7 sec,40675.3312945992,519.221429040709,143.263275183708,-8.32240137334213,-158.254451891967,120.03794666419,-2.65311032809065,0.936484517365751,0.0875493656764469,0.050726658432334,-0.335730045465461,-1.76793828940148e-18,-0.0645932937825607,0.140208785522866
11.8 sec,40672.5563483992,503.375891762085,155.245886097037,-8.58803425335298,-158.655660204479,119.614731946761,-2.65920550957711,0.938962351221927,0.0868121715702868,0.0470786874275492,-0.329473742573215,-1.05568189279509e-18,-0.0650610600122287,0.138680103113573
11.9 sec,40669.7814021992,487.490422565812,167.186313524503,-8.85417403750944,-159.053101588056,119.194275615105,-2.66324769338917,0.941359339466103,0.0860592862731874,0.0434156937952239,-0.323276152504991,-1.23373900739614e-18,-0.0654156712563917,0.136960781161504
12 sec,40667.0064559992,471.565394717892,179.084832825896,-9.12061527828393,-159.446844809757,118.776567297952,-2.66523460045132,0.943673454953668,0.0852927002948195,0.039744010703391,-0.317146621147837,-1.23370984486873e-18,-0.0656555287373595,0.135051934565316
12.1 sec,40664.2315097992,455.601174544037,190.94171808376,-9.38715250345326,-159.836959856473,118.361591807682,-2.66516801919708,0.94590299259108,0.0845144417256736,0.0360700474022153,-0.311094502406406,-6.99470465037895e-19,-0.0657792378615803,0.132955072003864
12.2 sec,40661.4565635992,439.598121323234,202.757241617903,-9.65358062359704,-160.223517624079,117.949329066645,-2.66305381818705,0.948046568268765,0.0837265713430247,0.0324002745903987,-0.30512913307561,-3.43257810556662e-19,-0.0657856142618094,0.130672097935689
12.3 sec,40658.6816173992,423.556587212323,214.531673493566,-9.91969534016101,-160.606589608446,117.539754053965,-2.65890194482006,0.95010311564196,0.0829311775240892,0.0287412095615028,-0.299259807382969,-6.99506933540513e-19,-0.0656736892598559,0.128205313383918
12.4 sec,40655.9066711992,407.476917201277,226.265281025305,-10.1852935527051,-160.986247600709,117.132836773244,-2.65272641036032,0.952071880779164,0.0821303709926303,0.0250994012081285,-0.293495751330864,-1.41198208040381e-18,-0.0654427147325183,0.12555741551923
12.5 sec,40653.1317249992,391.35944909865,237.958328278709,-10.4501737639835,-161.362563389127,116.728542241369,-2.64454526162395,0.953952414718115,0.0813262794263949,0.0214814149607292,-0.287846096967553,-1.59011697644259e-18,-0.065092167369081,0.122731496063336
12.6 sec,40650.3567787992,375.204513546407,249.611075572045,-10.7141364815455,-161.735608469847,116.326830498502,-2.63438053978152,0.955744563989351,0.0805210419535528,0.0178938177356171,-0.282319856712897,-1.41196140866265e-18,-0.0646217523144734,0.11973103854456
12.7 sec,40647.5818325992,359.012434063144,261.223778979967,-10.9769846145948,-162.105453768775,115.92765663914,-2.62225822683834,0.957448459186995,0.0797168035667452,0.0143431629634932,-0.276925897860373,-6.99323326718819e-19,-0.0640314061977779,0.116559914445437
12.8 sec,40644.8068863992,342.783527114479,272.796689841374,-11.238523864908,-162.47216937666,115.530970864,-2.60820818044919,0.959064501685322,0.0789157094834473,0.0108359757656538,-0.271672917371291,-1.59017657341068e-18,-0.0633212995511262,0.113222378289645
12.9 sec,40642.0319401992,326.518102209184,284.330054273473,-11.4985631106818,-162.83582429938,115.136718552317,-2.59226405780726,0.960593348617623,0.0781198994811121,0.00737873833998821,-0.266569417070226,-4.08479728193463e-18,-0.0624918386290256,0.109723061721894
13 sec,40639.2569939992,310.216462019461,295.824112694084,-11.7569147822564,-163.196486225232,114.744840354036,-2.5744632294175,0.96203589625067,0.077331502235,0.0039778756130698,-0.261623679342783,-4.08477903024215e-18,-0.0615436666427313,0.106066966639536
13.1 sec,40636.4820477991,293.878902523558,307.279099354119,-12.0133952287458,-163.554221310898,114.355272301226,-2.55484668362075,0.963393261903594,0.0765526296857456,0.000639741208183789,-0.256843743428044,-2.12448264037514e-18,-0.0604776644283365,0.102259457438545
13.2 sec,40633.7071015991,277.505713168804,318.69524188214,-12.2678250746967,-163.909093987535,113.967945937971,-2.53345892277652,0.964666764573897,0.0757853714625813,-0.00262939622785373,-0.252237382388638,-2.12449541942756e-18,-0.0592949505707147,0.0983062524390663
13.3 sec,40630.9321553991,261.097177052969,330.072760842795,-12.5200295659866,-164.26116678826,113.582788467873,-2.51034785203872,0.965857904445709,0.075031789386769,-0.00582336630361129,-0.247812080831499,-1.9462577234926e-18,-0.057996881008259,0.0942134145569615
13.4 sec,40628.1572091991,244.653571121763,341.41186931084,-12.769838904269,-164.610500198069,113.199722918242,-2.48556466166926,0.966968341465934,0.0742939120782183,-0.00893610973984455,-0.243575013442318,-1.94626928871432e-18,-0.0565850481454717,0.0899873412876319
13.5 sec,40625.3822629991,228.175166380183,352.712772462382,-13.0170885693659,-164.957152527008,112.81866831999,-2.45916370382991,0.967999873182738,0.073573729686529,-0.0119616907840662,-0.239533024386553,-1.50061326417163e-18,-0.0550612795018252,0.0856347540669594
13.6 sec,40622.6073167991,211.662228115364,363.975667184848,-13.2616196291018,-165.301179807195,112.439539902193,-2.43120236477323,0.968954412047691,0.072873188765832,-0.0148943091704425,-0.235692607619982,-1.41148437324474e-18,-0.0534276359259265,0.081162687071445
13.7 sec,40619.8323705991,195.115016128507,375.200741707099,-13.5032790361642,-165.642635714044,112.062249300267,-2.40174093331937,0.969833962387883,0.072194187310856,-0.0177283116200582,-0.232059888142255,-1.23320162688795e-18,-0.0516864094038628,0.0765784755156968
13.8 sec,40617.0574243991,178.533784973476,386.388175251004,-13.7419199116607,-165.981571511813,111.686704776694,-2.37084246645767,0.970640597257415,0.0715385699696598,-0.020458202883735,-0.228640604218012,-7.8747436112837e-19,-0.0498401204896956,0.071889743500366
13.9 sec,40614.2824781991,161.918784199628,397.538137705663,-13.9774018151262,-166.318036023366,111.312811453225,-2.33857265285237,0.971376435378864,0.0709081234464854,-0.0230786563362528,-0.225440090581955,-4.30853446241724e-19,-0.0478915153844298,0.0671043914575933
14 sec,40611.5075319991,145.270258596469,408.650789325383,-14.2095910008044,-166.652075623803,110.940471553516,-2.30499967496017,0.972043618384709,0.070304572106241,-0.0255845241368841,-0.222463262637094,5.95220130853483e-20,-0.0458435626874497,0.062230583234149
14.1 sec,40608.7325857991,128.588448437769,419.726280452397,-14.4383606600993,-166.983734257407,110.569584655175,-2.27019407038664,0.972644288566231,0.0697295737902633,-0.0279708469764915,-0.219714601649189,-3.86321297107198e-19,-0.0436994498414424,0.0572767328448725
14.2 sec,40605.9576395991,111.873589722859,430.764751265218,-14.6635911501465,-167.313053477105,110.200047950232,-2.23422859301973,0.973180567333294,0.0691847158512527,-0.0302328634359478,-0.217198140935443,-4.30901575741636e-19,-0.0414625792882751,0.0522514909209297
14.3 sec,40603.1826933991,95.1259144128905,441.766331553419,-14.8851702085056,-167.640072505478,109.831756513083,-2.19717807438312,0.973654534582578,0.0686715114136738,-0.0323660189842369,-0.214917453041792,-2.52542069741398e-19,-0.0391365643492539,0.0471637308689717
14.4 sec,40600.4077471991,78.3456506599647,452.731140519542,-15.1029931540139,-167.964828316122,109.464603575024,-2.15911928555286,0.974068209164483,0.0681913958644733,-0.0343659746472038,-0.212875637900652,-6.53870919336736e-19,-0.036725224838731,0.0420225347487063
14.5 sec,40597.6328009991,61.5330230271659,463.659286608762,-15.3169630738701,-168.287355734015,109.09848080453,-2.12013079987843,0.974423530630054,0.0677457235777268,-0.0362286153794824,-0.21107531195993,-6.31574838389678e-19,-0.0342325824152654,0.0368371788678689
14.6 sec,40594.857854799,44.6882526976713,474.550867366828,-15.5269909970369,-168.607687553326,108.733278592488,-2.08029285664666,0.97472234242905,0.0673357648757831,-0.0379500581726146,-0.209518598274275,-5.86974903378082e-19,-0.0316628556695693,0.0316171190853086
14.7 sec,40592.082908599,27.8115576712757,485.40596932674,-15.7329960540584,-168.925854671015,108.36888634165,-2.03968722572553,0.974966376718671,0.0669627032286556,-0.0395266599317545,-0.208207117551046,-4.97770002802717e-19,-0.0290204549434102,0.0263719758050797
14.8 sec,40589.307962399,10.9031529468445,496.224667924562,-15.9349056233898,-169.24188623437,108.005192759616,-1.99839707312686,0.975157240929694,0.0666276326928028,-0.0409550251516278,-0.207141980146144,-3.75110615579347e-19,-0.026309976868598,0.0211115186372593
